n_sq_vo,c_coinsee,c_desi,c_liaison,l_voie,l_courtmin,l_longmin,c_voie,b_fantoir,b_off,c_voie_vp,objectid,c_domoff,n_sq_co,length,geometry,sinuosity,azimuth,Route_Name,henge_time
750005059,75056,RUE,DE,BELLECHASSE,R. de Bellechasse,Rue de Bellechasse,750560825,O,O,0820,8936,P,750001537,,"LINESTRING (2.32459171348867 48.86003232193701, 2.3238006402416214 48.8592121877782, 2.3231293172510616 48.85850842674293, 2.3227934707718365 48.85815766775125, 2.322427448736047 48.85778939729552, 2.3211206903481556 48.85647455547732, 2.3199501466038432 48.854949132130216)",1.0014439747935011,210.9980772242219,Rue de Bellechasse,
750004277,75056,RUE,,VICTOR COUSIN,R. Victor Cousin,Rue Victor Cousin,750569751,O,O,9754,8961,P,750001537,,"LINESTRING (2.342834772759132 48.84852095974931, 2.342695065951318 48.84826063737199, 2.3424191007533146 48.847825575912054, 2.34196801227683 48.84710303253819)",1.0003453702906846,201.9134916733712,Rue Victor Cousin,
750002492,75056,RUE,,VICTOR DEJEANTE,R. Victor Dejeante,Rue Victor Dejeante,750569753,O,O,9755,8962,P,750001537,,"LINESTRING (2.408933780655369 48.86706289479277, 2.4100305199238714 48.86713215888241, 2.4110509478389703 48.86719558743778)",1.0000001228202462,264.5566014646432,Rue Victor Dejeante,['2025-10-01T18:24:07']
750002769,75056,RUE,DES,RECOLLETS,R. des Récollets,Rue des Récollets,750568082,O,O,8081,8969,P,750001537,,"LINESTRING (2.3628569685148872 48.87422495240596, 2.362629445329325 48.87427624439306, 2.3611397898983277 48.87460742495926, 2.3608191466574366 48.87471507249452, 2.359385414940086 48.875196422061244)",1.0013725229763686,293.0497681795076,Rue des Récollets,"['2025-04-30T19:59:18', '2025-08-11T20:07:15']"
750006573,75056,RUE,,ALFRED STEVENS,R. Alfred Stevens,Rue Alfred Stevens,750560188,O,O,0209,9006,P,750001537,,"LINESTRING (2.3398470039062422 48.881528001226634, 2.3386040149276983 48.88173943573139)",1.0,284.50295183072257,Rue Alfred Stevens,"['2025-04-13T19:34:22', '2025-08-28T19:35:28']"
750000963,75056,ALL,,PILATRE DE ROZIER,All. Pilâtre de Rozier,Allée Pilâtre de Rozier,750567487,O,O,7445,9050,P,750001537,,"LINESTRING (2.2677510921215234 48.86179214948519, 2.2680526897523134 48.86165225608718, 2.2685974947127296 48.86109903875899, 2.2697331447987055 48.860007842303325, 2.269773611401536 48.85992531245453, 2.2697980639719724 48.85975221857543, 2.2697941440104086 48.85967499386566, 2.2698103860845493 48.85958977997681, 2.2698427702946296 48.85951789411356, 2.2699034063818435 48.85945403199293, 2.269972118274466 48.85938481396915, 2.2700892378402693 48.85933162093036, 2.2703476636835886 48.85924123764934, 2.270606120940023 48.85912420604554, 2.2708161853525963 48.85898318094374, 2.2712081675037266 48.858613243844076, 2.2714222627178016 48.858472215203676, 2.2717634934476605 48.85829238819283)",1.0328741785408728,322.9723722309899,Allée Pilâtre de Rozier,
750007155,75056,PL,DE,SYDNEY,Pl. de Sydney,Place de Sydney,750569135,O,O,9098,9108,I,750001537,,"LINESTRING (2.292935320775699 48.856265031436564, 2.2929802807217445 48.85626626839876, 2.293051248385746 48.85622308685477)",1.038668227840339,298.8070205141924,Place de Sydney,"['2025-05-12T20:16:10', '2025-05-13T20:17:30', '2025-07-29T20:27:23']"
750006010,75056,RUE,DE L',AMIRAL DE COLIGNY,R. de l'Amiral de Coligny,Rue de l'Amiral de Coligny,750560284,O,O,0289,9133,P,750001537,,"LINESTRING (2.339856451916004 48.8589693372777, 2.3401178792623347 48.859490882352056, 2.340352201440387 48.85996074444584, 2.340580510885573 48.86039446385751, 2.3407569157454406 48.86067659026896, 2.3407934358569396 48.860814140005694, 2.340803508341195 48.8609154351818)",1.005143202562916,197.7528318769193,Rue de l'Amiral de Coligny,
750006009,75056,RUE,D',AMBOISE,R. d'Amboise,Rue d'Amboise,750560260,O,O,0265,9144,P,750001537,,"LINESTRING (2.339542647953758 48.87091717469623, 2.3394668550752233 48.87093274674193, 2.338219510650747 48.87118914787629, 2.338158165176086 48.87120173221829)",1.0000000035714995,287.35333702381223,Rue d'Amboise,"['2025-04-19T19:43:13', '2025-08-23T19:45:18']"
750004692,75056,RUE,DES,GRANDS DEGRES,R. des Grands Degrés,Rue des Grands Degrés,750564289,O,O,4250,9181,P,750001537,,"LINESTRING (2.350236048107109 48.851231529436234, 2.349392049054844 48.85140032983441, 2.3493202199885665 48.85137273372478)",1.0118832907741826,283.18762947194574,Rue des Grands Degrés,"['2025-04-11T19:31:24', '2025-08-30T19:31:26']"
750005811,75056,RUE,DE LA,GRANDE TRUANDERIE,R. de la Grande Truanderie,Rue de la Grande Truanderie,750564278,O,O,4238,9307,P,750001537,,"LINESTRING (2.3504200988987525 48.86246171012213, 2.350228827280932 48.86250789646928, 2.349643588052576 48.86264970118841, 2.3495798127753145 48.862666873867674, 2.3492907991810927 48.86273652202924, 2.348673477475138 48.86290042436961, 2.348126303502281 48.863027859413954, 2.3480794317328755 48.863019815758136, 2.347959248364032 48.863112297325216)",1.0065258684910747,291.8945598841816,Rue de la Grande Truanderie,"['2025-04-27T19:54:58', '2025-08-14T20:02:00']"
750005008,75056,RUE,DE,BOURBON LE CHATEAU,R. de Bourbon Le Château,Rue de Bourbon Le Château,750561184,O,O,1193,9331,P,750001537,,"LINESTRING (2.3365275114561066 48.853668137067366, 2.336148187730404 48.853914156195685, 2.33605558526186 48.853949130940414)",1.0033861049917183,312.1426351276767,Rue de Bourbon Le Château,
750005412,75056,RUE,DES,ANNELETS,R. des Annelets,Rue des Annelets,750560358,O,O,0338,9389,P,750001537,,"LINESTRING (2.389241521139333 48.876928095091465, 2.3894505483856245 48.87798572219453, 2.389833151277817 48.87898002954218, 2.389789128596126 48.87904825313049)",1.015947951641428,189.6403592722736,Rue des Annelets,
750005754,75056,IMP,DE L',HOTEL D'ARGENSON,Imp. de l'Hôtel d'Argenson,Impasse de l'Hôtel d'Argenson,750564662,O,O,4578,9412,V,750001537,,"LINESTRING (2.3570354907706896 48.85690492758097, 2.357080730645288 48.85688914422738, 2.3575066221693146 48.85673766973122)",1.0000015776108122,298.35025509782923,Impasse de l'Hôtel d'Argenson,"['2025-05-11T20:14:49', '2025-05-12T20:16:10', '2025-07-30T20:26:01']"
750006279,75056,RUE,,BERZELIUS,R. Berzélius,Rue Berzélius,750560930,O,O,0933,9438,P,750001537,,"LINESTRING (2.3179200220637974 48.89187647101624, 2.3198411078358756 48.89449744454263, 2.319847905576944 48.894554455285345, 2.320479382036782 48.895348329191236)",1.0018981069023536,205.85670298391744,Rue Berzélius,
750005317,75056,PAS,DE LA,BRIE,Pas. de la Brie,Passage de la Brie,750561294,O,O,1297,9449,P,750001537,,"LINESTRING (2.372793081485032 48.880675258361535, 2.3725653696570492 48.8807361728818, 2.3719533623415057 48.881047162659684, 2.3718260580131565 48.881118513064855, 2.371818432493215 48.88112103614246)",1.0041250083177415,304.81859565100615,Passage de la Brie,"['2025-05-31T20:38:46', '2025-06-01T20:39:44', '2025-07-10T20:46:59', '2025-07-11T20:46:19']"
750003937,75056,ALL,DES,BROUILLARDS,All. des Brouillards,Allée des Brouillards,750561321,O,O,1318,9464,P,750001537,,"LINESTRING (2.3380843904559616 48.888490751780346, 2.337964237245407 48.88854372334506, 2.3374289935116788 48.88864165822145)",1.0043054236457374,289.2994536945194,Allée des Brouillards,"['2025-04-22T19:47:38', '2025-08-19T19:52:54']"
750001265,75056,RUE,,JULES SIMON,R. Jules Simon,Rue Jules Simon,750565105,O,O,4971,9536,P,750001537,,"LINESTRING (2.2918085686945084 48.841183867754104, 2.293142032063035 48.840229231084706, 2.293128483268468 48.84015629304375)",1.0247462672449719,319.78842257420524,Rue Jules Simon,
750001893,75056,RUE,DU,BUIS,R. du Buis,Rue du Buis,750561376,O,O,1370,9595,P,750001537,,"LINESTRING (2.2683666107477114 48.84679562766918, 2.2681586227439077 48.84693543032539, 2.2677989511385825 48.847205261242806, 2.2675236150722857 48.847365434940556, 2.267651828743543 48.847512070191485)",1.1991381297700754,326.71357722329174,Rue du Buis,
750003834,75056,CITE,DE,CHABROL,Cité de Chabrol,Cité de Chabrol,750561677,O,O,1677,9621,P,750001537,,"LINESTRING (2.3538343722949895 48.87633484145903, 2.353852273613365 48.87646018845994, 2.3538547595936277 48.87646971684122, 2.353957122157623 48.8767504390614)",1.004436912986968,190.99285893000172,Cité de Chabrol,
750003835,75056,RUE,DU,CHAFFAULT,R. du Chaffault,Rue du Chaffault,750561678,O,O,1680,9622,P,750001537,,"LINESTRING (2.414667406689759 48.845133530858185, 2.4149706168661433 48.84516515136002, 2.4155915741478156 48.845296740071625, 2.415730576279085 48.845303984294475)",1.0018993995153076,256.30787130306004,Rue du Chaffault,['2025-02-25T18:22:38']
750004665,75056,RUE,,JACQUES CALLOT,R. Jacques Callot,Rue Jacques Callot,750564784,O,O,4709,9656,P,750001537,,"LINESTRING (2.3377565889514282 48.85528421437931, 2.3376798649253714 48.85527185530753, 2.3368475293238884 48.85527719221497, 2.3367730661399517 48.85529816614443)",1.0038680387411492,271.2354601953556,Rue Jacques Callot,"['2025-03-22T19:01:34', '2025-09-20T18:47:27']"
750004718,75056,RUE,DU,HELDER,R. du Helder,Rue du Helder,750564521,O,O,4471,9696,P,750001537,,"LINESTRING (2.3347347362318343 48.87106994068957, 2.3347698169505255 48.87128749738222, 2.3349331667180757 48.87188033312482, 2.3352049677761895 48.87259975020067, 2.3352351166062584 48.872676262589636)",1.0024542825564542,191.5790071598962,Rue du Helder,
750001866,75056,PAS,,BOULAY,Pas. Boulay,Passage Boulay,750561160,O,O,1166,9742,P,750001537,,"LINESTRING (2.3176537045678605 48.89500348769199, 2.3176440302123638 48.895048542617225, 2.317546850269546 48.89580805153767)",1.0001899813982362,355.00996202527426,Passage Boulay,
750005746,75056,QU,D',ORLEANS,Qu. d'Orléans,Quai d'Orléans,750566936,O,O,6859,9779,P,750001537,,"LINESTRING (2.3559311624567836 48.851123605159074, 2.355825374241835 48.851187141695554, 2.35561603743913 48.85125646995532, 2.3552583628284727 48.851348705607684, 2.3541632768836624 48.851631258778866, 2.3541352076585884 48.85164079331912, 2.354053476811282 48.85173783319684, 2.3536967349568783 48.8521609148429, 2.3533860141387266 48.85250897704293, 2.3533516724318932 48.85261538292622, 2.3533060033240343 48.85287679420968)",1.0763988553281345,315.4259836196355,Quai d'Orléans,
750003451,75056,PAS,,GUILHEM,Pas. Guilhem,Passage Guilhem,750564044,O,O,4347,9801,P,750001537,,"LINESTRING (2.379579320759061 48.86188098992403, 2.3798068864960618 48.86197586315098, 2.3801619293030996 48.862126714906076)",1.000005464100232,237.33564375259186,Passage Guilhem,"['2025-01-16T17:17:22', '2025-11-24T16:54:57', '2025-11-25T16:54:07']"
750002693,75056,RUE,,SAINTE-CLAIRE DEVILLE,R. Sainte-Claire Deville,Rue Sainte-Claire Deville,750568546,O,O,9034,9833,P,750001537,,"LINESTRING (2.386993706766815 48.84399164415007, 2.3871222871645363 48.84405604045329, 2.38743167976274 48.84422289111219, 2.3874932279275094 48.844244970711465)",1.0011126337549285,232.38200299622508,Rue Sainte-Claire Deville,
750001274,75056,RUE,,LACAZE,R. Lacaze,Rue Lacaze,750565218,O,O,5136,9875,P,750001537,,"LINESTRING (2.3312703480635433 48.82475037828615, 2.331181065421318 48.824759691199986, 2.3294761478017256 48.825185586980545, 2.3294021283719544 48.82521964511076)",1.0011938169231196,290.88400929661304,Rue Lacaze,"['2025-04-25T19:52:02', '2025-08-16T19:58:25']"
750006132,75056,RTE,DE LA,PORTE SAINT-JAMES,Rte. de la Porte Saint-James,Route de la Porte Saint-James,75056R157,O,O,Z157,9977,I,750001537,,"LINESTRING (2.256821823989171 48.87668540986, 2.2570946580601685 48.87663259409093, 2.2574833272318124 48.87655714926336, 2.257785142427937 48.87651041137976, 2.2580715025644005 48.87647752578302, 2.2584226067771147 48.87645275697501, 2.258861470439266 48.8764485589055, 2.2592772548526425 48.87646898436503, 2.2597006382872253 48.87653419774806, 2.260290916665993 48.87665375413784, 2.2606035373468507 48.87674757145548, 2.2608164341275927 48.87678378078646, 2.2611496365616173 48.87678400312221, 2.261536632704245 48.87673677424624, 2.2620437170027516 48.87661777037631, 2.262691849413656 48.876446760751946, 2.2633374639057564 48.876249102545856, 2.2635036368062913 48.876207064433395)",1.016352859321593,276.2096850259949,Route de la Porte Saint-James,['2025-03-30T19:13:35']
750003106,75056,RUE,,MERLIN,R. Merlin,Rue Merlin,750566280,O,O,6197,10001,P,750001537,,"LINESTRING (2.386210090312428 48.859200068451, 2.3851401700138877 48.86097956960231, 2.3847379187205786 48.86164358365178, 2.384429547317599 48.86214019844314)",1.0000136534629522,338.2773602912488,Rue Merlin,
750007138,75056,PL,DU,LIEUTENANT HENRI KARCHER,Pl. du Lieutenant Henri Karcher,Place du Lieutenant Henri Karcher,750565672,O,O,5610,10009,P,750001537,,"LINESTRING (2.339535665190433 48.86304910882198, 2.3401496735700738 48.86335803991525)",1.0,232.59059057062797,Place du Lieutenant Henri Karcher,"['2025-12-19T16:48:55', '2025-12-20T16:49:20', '2025-12-21T16:49:49', '2025-12-22T16:50:20', '2025-12-23T16:50:54']"
750003158,75056,RUE,DES,LISERONS,R. des Liserons,Rue des Liserons,750565710,O,O,5650,10018,O,750001537,,"LINESTRING (2.345162970459523 48.82229733532227, 2.3451341121637985 48.82244239108194, 2.345063485220498 48.82277243620007)",1.0000220573003542,352.15036009885057,Rue des Liserons,
750001952,75056,RUE,,AUGUSTE MIE,R. Auguste Mie,Rue Auguste Mie,750560564,O,O,0536,10045,P,750001537,,"LINESTRING (2.324000593736774 48.83723663112113, 2.3235144489610247 48.8369765100958, 2.323209431000982 48.83680853614628)",1.000017294140492,230.5773399923102,Rue Auguste Mie,
750003929,75056,RUE,,BRAHMS,R. Brahms,Rue Brahms,750561253,O,O,1257,10070,P,750001537,,"LINESTRING (2.392780096258174 48.84027133917484, 2.3927579763317057 48.840373646079364, 2.3927972917196536 48.84104199842455)",1.0043166794382243,180.84133306000052,Rue Brahms,
750004922,75056,RUE,,CLEMENT,R. Clément,Rue Clément,750562100,O,O,2103,10075,P,750001537,,"LINESTRING (2.3370172827015403 48.85253477701805, 2.3366050636400306 48.85251374066022, 2.335901499631667 48.85247668750468, 2.3351996989875587 48.852449973604955)",1.0000233106250058,265.94476352808977,Rue Clément,"['2025-03-13T18:47:52', '2025-09-29T18:28:19']"
750003930,75056,RUE,DE LA,BRECHE AUX LOUPS,R. de la Brèche aux Loups,Rue de la Brèche aux Loups,750561265,O,O,1271,10137,P,750001537,,"LINESTRING (2.3921766806086753 48.836076328398846, 2.3930448620138645 48.83644497036908, 2.3931728445157328 48.83662412541945, 2.3934677155812554 48.83693386881996, 2.3943696318426433 48.83783323287563, 2.3944436789469994 48.837877901361026, 2.3945716620224307 48.83792635031414, 2.3961786689470577 48.838680323060146, 2.396300759030067 48.83867558809042)",1.0226627520635634,226.24043661541782,Rue de la Brèche aux Loups,
750006551,75056,AV,,DANIEL LESUEUR,Av. Daniel Lesueur,Avenue Daniel Lesueur,750562545,O,O,2537,10142,P,750001537,,"LINESTRING (2.3162406622365395 48.84744147636008, 2.3177121360324544 48.84778549184398)",1.0,250.44089588997872,Avenue Daniel Lesueur,"['2025-02-14T18:04:34', '2025-10-26T17:34:46']"
750001551,75056,RUE,DU,FAUBOURG SAINT-JACQUES,R. du Faubourg Saint-Jacques,Rue du Faubourg Saint-Jacques,750563520,O,O,3543,10154,P,750001537,,"LINESTRING (2.339690865790184 48.838865349673654, 2.3396475764478826 48.83880004152383, 2.3390825803391513 48.83793786365594, 2.338701415126737 48.83737145770923, 2.3382841892376516 48.83671643381312, 2.3377511240452513 48.83587094585707, 2.3369950688987178 48.83461637256298, 2.3366520747208233 48.83408698097376, 2.3363541720826153 48.83362032662765)",1.0001279041552202,202.7218531117429,Rue du Faubourg Saint-Jacques,
750001552,75056,RUE,,FAUSTIN HELIE,R. Faustin Hélie,Rue Faustin Hélie,750563530,O,O,3552,10161,P,750001537,,"LINESTRING (2.2769528825531076 48.859326135488466, 2.2761800177077514 48.859423890952584, 2.2752019840483406 48.85954252312551)",1.0000032188127026,280.63955905358176,Rue Faustin Hélie,"['2025-04-07T19:25:29', '2025-09-04T19:21:13']"
750000329,75056,RUE,,FERNAND RAYNAUD,R. Fernand Raynaud,Rue Fernand Raynaud,750563616,O,O,3628,10216,P,750001537,,"LINESTRING (2.3913869672200265 48.87135050133532, 2.3918468914939353 48.87119775753584)",1.0,296.7895183144689,Rue Fernand Raynaud,"['2025-05-08T20:10:40', '2025-08-03T20:20:10']"
750002845,75056,RUE,,PLANCHAT,R. Planchat,Rue Planchat,750567512,O,O,7465,10270,P,750001537,,"LINESTRING (2.3995354184782656 48.85153004389909, 2.3993545160276373 48.85190766369042, 2.398449459759247 48.853420392615256, 2.39790539775519 48.854332267374495, 2.3975030773228565 48.854752081813295, 2.3964150120150123 48.8558767552208, 2.3959833583141923 48.85675212438153)",1.0079272125380134,335.8901060373463,Rue Planchat,
750001752,75056,RUE,DU,CLOS FEUQUIERES,R. du Clos Feuquières,Rue du Clos Feuquières,750562139,O,O,2141,10298,P,750001537,,"LINESTRING (2.2908488340467383 48.837633212199556, 2.2924558044489687 48.83626559073678, 2.292500220983443 48.83609079041726)",1.0136433414324448,324.8268536104858,Rue du Clos Feuquières,
750006037,75056,ALL,,ANDRE BRETON,All. André Breton,Allée André Breton,750560314,O,O,0297,10314,P,750001537,,"LINESTRING (2.345270857598733 48.86177158659881, 2.345396115948582 48.86198155897631, 2.345604059856417 48.86239010052749, 2.3458838431872917 48.86292991614536)",1.0003052447486442,199.1950033852342,Allée André Breton,
750005733,75056,RUE,,LE REGRATTIER,R. Le Regrattier,Rue Le Regrattier,750565599,O,O,5530,10320,P,750001537,,"LINESTRING (2.3541632768836624 48.851631258778866, 2.3548415010150854 48.85244697197966, 2.355307628079513 48.85301417080688)",1.0000039669463985,208.5675372986201,Rue Le Regrattier,
750003959,75056,RUE,,BERNARD DIMEY,R. Bernard Dimey,Rue Bernard Dimey,750560872,O,O,0895,10332,V,750001537,,"LINESTRING (2.332029319318679 48.89715657081711, 2.331979421942034 48.89713124643615, 2.3315590903713077 48.89707197411421, 2.3308391333355263 48.89698178960494, 2.330292516342818 48.89675573860936, 2.330159173588923 48.89671859735951)",1.0079221860181236,250.39320108620146,Rue Bernard Dimey,"['2025-02-14T18:04:34', '2025-10-26T17:34:46']"
750004893,75056,AV,,CHARLES FLOQUET,Av. Charles Floquet,Avenue Charles Floquet,750561832,O,O,1841,10347,P,750001537,,"LINESTRING (2.293549175195247 48.85668693902505, 2.2946518896882124 48.85597924670729, 2.2957547139834165 48.85527632918291, 2.2961116879979078 48.855041116069586, 2.296366532534556 48.85487286111555, 2.2967236319513664 48.8546451115339, 2.2975621679142977 48.854112949277756, 2.298538644715445 48.85348594292028, 2.2997955532973826 48.852679699629405)",1.0000104361800863,314.2727941248927,Avenue Charles Floquet,
750004256,75056,RUE,DE,VALENCE,R. de Valence,Rue de Valence,750569546,O,O,9608,10363,P,750001537,,"LINESTRING (2.3507264786400444 48.838426790092434, 2.3504914531421783 48.83833509190874, 2.34975746116327 48.83790019979213, 2.349430025814599 48.83769276122896, 2.3493003518306623 48.83764997451842, 2.3492347991801577 48.8376122492123)",1.0033247966288688,230.32033764631248,Rue de Valence,
750002590,75056,RUE,DE,TLEMCEN,R. de Tlemcen,Rue de Tlemcen,750569328,O,O,9309,10388,P,750001537,,"LINESTRING (2.3861454644078224 48.86417500664439, 2.387277751043178 48.86458351613186, 2.3879720131979147 48.864857023760074, 2.388123251060332 48.86489904084952, 2.3882587966175013 48.86495638325011, 2.3896692605162055 48.86548191940913, 2.389839526704856 48.86553130698876)",1.0003442414106218,240.83153878148812,Rue de Tlemcen,"['2025-01-25T17:31:18', '2025-11-15T17:04:16']"
750004992,75056,RUE,,BLAINVILLE,R. Blainville,Rue Blainville,750561001,O,O,1011,10406,P,750001537,,"LINESTRING (2.349247265553494 48.8445046739658, 2.348952446895449 48.84449402233625, 2.348762069332304 48.84449018912631, 2.348098398306388 48.844428844489386)",1.0004865801786464,264.27318977094444,Rue Blainville,"['2025-03-10T18:43:15', '2025-10-02T18:22:00']"
750004021,75056,CITE,,BEAUHARNAIS,Cité Beauharnais,Cité Beauharnais,750560771,O,O,0768,10429,O,750001537,,"LINESTRING (2.3882262294459746 48.853376635798554, 2.390112824763775 48.85376322941351, 2.390178533799164 48.85381046541917, 2.390184533785315 48.853843942823055, 2.390086365361779 48.85414334866617, 2.3900838188830194 48.85419673007777)",1.1864998095974928,236.13909545599398,Cité Beauharnais,"['2025-01-12T17:11:40', '2025-01-13T17:13:03', '2025-11-28T16:51:54', '2025-11-29T16:51:15']"
750004017,75056,IMP,,BAUDRICOURT,Imp. Baudricourt,Impasse Baudricourt,750560735,O,O,0719,10478,P,750001537,,"LINESTRING (2.3626623800112285 48.8252930484786, 2.3618846614966817 48.825676486896974)",1.0,306.8291617444823,Impasse Baudricourt,"['2025-06-11T20:47:32', '2025-06-12T20:48:06', '2025-06-13T20:48:39', '2025-06-14T20:49:09', '2025-06-15T20:49:37', '2025-06-25T20:51:56', '2025-06-26T20:51:55', '2025-06-27T20:51:52', '2025-06-28T20:51:46', '2025-06-29T20:51:37', '2025-06-30T20:51:25']"
750008200,75056,PL,,HUBERT CURIEN,Pl. Hubert Curien,Place Hubert Curien,75056X454,O,O,Y770,10509,P,750001537,,"LINESTRING (2.346574530375851 48.842291317426984, 2.3464007077307762 48.84220991980367, 2.3463124416429055 48.842179479723974)",1.0012346297811678,237.04179953066978,Place Hubert Curien,"['2025-01-15T17:15:55', '2025-11-25T16:54:07', '2025-11-26T16:53:20']"
750005713,75056,RUE,DE,MARIVAUX,R. de Marivaux,Rue de Marivaux,750566100,O,O,6018,10517,P,750001537,,"LINESTRING (2.3372456263720265 48.870334124992766, 2.3372618404040084 48.87037234684533, 2.337449290267765 48.870815239914066, 2.3377294853563573 48.87149223139701, 2.3377432255390325 48.871585685932736)",1.0020334557900434,194.65519525021278,Rue de Marivaux,
750005175,75056,IMP,DU,MAROC,Imp. du Maroc,Impasse du Maroc,750566112,O,O,6029,10523,P,750001537,,"LINESTRING (2.369180420835695 48.88665448650365, 2.369083946990423 48.886936249338156)",1.0,347.3119821760146,Impasse du Maroc,
750006568,75056,RUE,DE,BABYLONE,R. de Babylone,Rue de Babylone,750560618,O,O,0603,10562,P,750001537,,"LINESTRING (2.3267748996950703 48.8517422897935, 2.3265288080084376 48.851736695881776, 2.3248160474871806 48.85170703232921, 2.3243459184273334 48.851702939494814, 2.3235385349431508 48.85169574241403, 2.3197869168632907 48.8516811373919, 2.3190373058053875 48.85169460882296, 2.3189393712788005 48.851709448422476, 2.3171476819633003 48.85176704812828, 2.317116844215245 48.85175332779237, 2.3160863783609877 48.85178482846458, 2.3145116174310174 48.85183293510739)",1.0005185098627465,270.64820985888196,Rue de Babylone,"['2025-03-21T19:00:03', '2025-09-21T18:45:19']"
750003979,75056,RUE,,BLANCHARD,R. Blanchard,Rue Blanchard,750561004,O,O,1015,10572,P,750001537,,"LINESTRING (2.4099031349069286 48.85750314612121, 2.4108001203613556 48.85757280452939)",1.0,263.2679743695361,Rue Blanchard,['2025-10-03T18:19:55']
750003152,75056,RUE,DU,LIEUTENANT-COLONEL DAX,R. du Lieutenant-Colonel Dax,Rue du Lieutenant-Colonel Dax,750565670,O,O,5608,10586,P,750001537,,"LINESTRING (2.3401254230748156 48.8992269707874, 2.3400412238073987 48.90082345978481, 2.34003523533303 48.9009493580291, 2.3400308844224305 48.901138685045645, 2.339958562923589 48.90119869355862, 2.339901503147698 48.90124705906126)",1.0248173377932381,355.83245178078795,Rue du Lieutenant-Colonel Dax,
750002978,75056,RUE,D',OSLO,R. d'Oslo,Rue d'Oslo,750566962,O,O,6882,10617,P,750001537,,"LINESTRING (2.3287861283880953 48.89117627838049, 2.329695280466904 48.89260304128786)",1.0,202.73120250360364,Rue d'Oslo,
750004777,75056,RUE,DE L',EPERON,R. de l'Eperon,Rue de l'Eperon,750563300,O,O,3325,10653,P,750001537,,"LINESTRING (2.3409674385145194 48.85338046262877, 2.340922207710866 48.85331887749555, 2.3407548849330544 48.8530694459559, 2.340709623485742 48.853000629737885, 2.3407144760531673 48.852924085374255, 2.340594398271422 48.85249747997165, 2.34056112964974 48.85236303181903, 2.3405210600070423 48.8522027975981, 2.340425661291693 48.85206079407716)",1.0190710885839567,195.11694941207077,Rue de l'Eperon,
750006427,75056,RUE,DE L',ECHIQUIER,R. de l'Echiquier,Rue de l'Echiquier,750563084,O,O,3116,10701,P,750001537,,"LINESTRING (2.353293973189711 48.87096615369261, 2.3522904063640913 48.87115766467283, 2.3499074699384193 48.87161777181705, 2.3479004773561623 48.87200665604371)",1.000000506668993,286.3484328542619,Rue de l'Echiquier,"['2025-04-17T19:40:16', '2025-08-24T19:43:21']"
750005229,75056,RUE,,JEAN-BAPTISTE SEMANAZ,R. Jean-Baptiste Sémanaz,Rue Jean-Baptiste Sémanaz,750564855,O,O,4767,10741,P,750001537,,"LINESTRING (2.3995188774146547 48.88486945349748, 2.39914879613526 48.88489749938283, 2.3990055302672633 48.884826534142, 2.3988731501575735 48.88462651641001)",1.1173535710412625,240.22483909842174,Rue Jean-Baptiste Sémanaz,"['2025-01-24T17:29:42', '2025-11-17T17:01:54']"
750001652,75056,RUE,DE L',EGLISE,R. de l'Eglise,Rue de l'Eglise,750563177,O,O,3203,10749,P,750001537,,"LINESTRING (2.284567920247895 48.845523621724965, 2.284682372250468 48.84548866420438, 2.2860843167502356 48.84494193126897, 2.287044455976067 48.84457050747485, 2.288428491496041 48.84403740050617, 2.288595672090634 48.84397738169122, 2.2910925070308394 48.843003591462754, 2.2918267082125947 48.84271782182937)",1.0000498145008807,300.4249527509885,Rue de l'Eglise,"['2025-05-17T20:22:45', '2025-07-25T20:32:36']"
750005722,75056,RUE,,LA FEUILLADE,R. la Feuillade,Rue la Feuillade,750565244,O,O,5163,10788,P,750001537,,"LINESTRING (2.340850984094229 48.8658269753053, 2.339922936942374 48.86604629204894, 2.3397689408410978 48.866082675508)",1.0000000001872413,289.7604224428435,Rue la Feuillade,"['2025-04-23T19:49:06', '2025-08-18T19:54:45']"
750004734,75056,AV,,FREDERIC LE PLAY,Av. Frédéric Le Play,Avenue Frédéric Le Play,750563838,O,O,3848,10806,P,750001537,,"LINESTRING (2.3031088241296134 48.8549298110838, 2.3047951296317564 48.85384121697513)",1.0,314.45323775847237,Avenue Frédéric Le Play,
750003500,75056,RUE,,GABY SYLVIA,R. Gaby Sylvia,Rue Gaby Sylvia,750563895,O,O,3907,10832,P,750001537,,"LINESTRING (2.3703696090632693 48.858819270206574, 2.370437887316984 48.85884131270619, 2.3709956135718753 48.85898423800898, 2.3713809737316485 48.85906204195607, 2.371502608737127 48.85906191640126)",1.0030865091082726,251.9686170907803,Rue Gaby Sylvia,"['2025-02-17T18:09:32', '2025-10-23T17:40:12']"
750001093,75056,IMP,,MARTY,Imp. Marty,Impasse Marty,750566145,O,O,6065,10863,O,750001537,,"LINESTRING (2.3254392097251273 48.89681356655847, 2.3249038136188402 48.897069446137294)",1.0,306.01648050542684,Impasse Marty,"['2025-06-05T20:43:17', '2025-06-06T20:44:05', '2025-06-07T20:44:51', '2025-07-03T20:50:33', '2025-07-04T20:50:10', '2025-07-05T20:49:45']"
