n_sq_vo,c_coinsee,c_desi,c_liaison,l_voie,l_courtmin,l_longmin,c_voie,b_fantoir,b_off,c_voie_vp,objectid,c_domoff,n_sq_co,length,geometry,sinuosity,azimuth,Route_Name,henge_time
750003643,75056,AV,DU,DOCTEUR GLEY,Av. du Docteur Gley,Avenue du Docteur Gley,750562834,O,O,2854,6591,P,750001537,,"LINESTRING (2.409549440668215 48.87791473313657, 2.4098716385374934 48.87739545752568, 2.4101485121081305 48.877199734081344, 2.4115413013598928 48.87688005115402, 2.4120055008183803 48.87678603190848, 2.412190314904865 48.87675960891247)",1.0544858714233747,303.6259009048449,Avenue du Docteur Gley,"['2025-05-26T20:33:34', '2025-05-27T20:34:40', '2025-07-15T20:43:11']"
750001741,75056,SQ,,CLAUDE DEBUSSY,Sq. Claude Debussy,Square Claude Debussy,750562074,O,O,2083,6598,O,750001537,,"LINESTRING (2.314074331485281 48.88406134806178, 2.3131518158892757 48.88474390468218)",1.0,318.37097516900815,Square Claude Debussy,
750001742,75056,RUE,,CLAUDE GARAMOND,R. Claude Garamond,Rue Claude Garamond,750562075,O,O,2079,6599,P,750001537,,"LINESTRING (2.300238639491699 48.82584521966665, 2.300499217406269 48.825810589028464, 2.3007537835394385 48.82578441282829, 2.3013679359878267 48.825642563399214, 2.301711602852805 48.825571253078856, 2.3023109062517406 48.82544137280346)",1.0009710296087906,286.4887191412248,Rue Claude Garamond,"['2025-04-17T19:40:16', '2025-08-24T19:43:21']"
750003800,75056,RUE,,CHARLES NODIER,R. Charles Nodier,Rue Charles Nodier,750561866,O,O,1869,6715,P,750001537,,"LINESTRING (2.344834045749254 48.884447768607956, 2.3448681899273316 48.88481862289976, 2.3449176174364172 48.88519955221533, 2.34500388545429 48.8857881219526)",1.000246418261933,184.76296406711361,Rue Charles Nodier,
750001798,75056,AV,DES,CHASSEURS,Av. des Chasseurs,Avenue des Chasseurs,750561910,O,O,1905,6730,P,750001537,,"LINESTRING (2.3064336802027796 48.88740561740474, 2.306143210066891 48.88718809515798, 2.305415600906838 48.886694298692774)",1.00022374941517,223.2628454573331,Avenue des Chasseurs,
750003371,75056,PAS,,HEBRARD,Pas. Hébrard,Passage Hébrard,750564514,O,O,4463,6741,P,750001537,,"LINESTRING (2.371325302442233 48.87250100307053, 2.37267965215059 48.87301352648283, 2.373377596337478 48.87328320569192, 2.373701277558428 48.87350277270645, 2.373771584585075 48.87354716301023)",1.0037577760531993,236.9673402275613,Passage Hébrard,"['2025-01-15T17:15:55', '2025-11-25T16:54:07', '2025-11-26T16:53:20']"
750005991,75056,BD,DES,CAPUCINES,Bd. des Capucines,Boulevard des Capucines,750561524,O,O,1516,6799,P,750001537,,"LINESTRING (2.3344143486456725 48.871015179381594, 2.3341504428825144 48.87097007557687, 2.332523786956856 48.87069204066478, 2.3320823489605402 48.87061659661771, 2.3320449677028714 48.87061018256122, 2.329976388179665 48.87025530622495, 2.329840332079101 48.870231962052145, 2.3290434773200666 48.87009523159117, 2.328246373472878 48.86996862098467)",1.0000082898496987,255.5376793645052,Boulevard des Capucines,"['2025-02-23T18:19:23', '2025-10-17T17:51:34']"
750001360,75056,PL,,HUBERT MONMARCHE,Pl. Hubert Monmarché,Place Hubert Monmarché,750564677,O,O,4591,6826,P,750001537,,"LINESTRING (2.299126061370055 48.84156858961061, 2.2992542046206905 48.84147769467246, 2.299558357115057 48.84156447528013)",1.095027825859264,270.8283325161392,Place Hubert Monmarché,"['2025-03-21T19:00:03', '2025-09-21T18:45:19']"
750004506,75056,RUE,,NOTRE-DAME DES CHAMPS,R. Notre-Dame des Champs,Rue Notre-Dame des Champs,750566838,O,O,6779,6873,P,750001537,,"LINESTRING (2.3268555291207673 48.8469502278113, 2.327045012187066 48.8468941393698, 2.327325365194107 48.84644902110156, 2.327714647640674 48.845795547399725, 2.3279820109731584 48.84549881199219, 2.3282895615802155 48.84533057765983, 2.328532260828368 48.845203708977316, 2.3288175828922437 48.84504185988499, 2.3293490072895047 48.84476248520854, 2.3296760280501485 48.84459263861306, 2.3300609598825086 48.84436433305007, 2.330405018770417 48.84415338000882, 2.330606838472715 48.843983351612486, 2.3310164199517196 48.84367580299236, 2.331355452535869 48.84332493197872, 2.3315316285545618 48.84313527837394, 2.331586151504838 48.84300731572499, 2.3317616802275394 48.842703276971115, 2.3321049295104244 48.84204799219185, 2.3322275542323947 48.841873984126714, 2.3325852135758303 48.841630021756025, 2.333057719091064 48.84131780725312, 2.3333779064167923 48.84110432885391, 2.333734732497438 48.84097160981719, 2.3361555898535644 48.840259865220936)",1.0395762750235014,317.5433791173744,Rue Notre-Dame des Champs,
750001872,75056,RUE,,BOURSAULT,R. Boursault,Rue Boursault,750561214,O,O,1221,6875,P,750001537,,"LINESTRING (2.320964352356489 48.88233237351243, 2.320681213378359 48.882949058733566, 2.320417764305149 48.883506795589945, 2.3203732536783335 48.883574820240995, 2.319504626334519 48.8844692093211, 2.3189716652419583 48.885032254152414, 2.3178137173637947 48.88614964582127, 2.317748336283049 48.88620309821346, 2.3169966809589053 48.886649512193216)",1.017590732407594,328.85487198936335,Rue Boursault,
750005340,75056,RUE,,EDGAR POE,R. Edgar Poë,Rue Edgar Poë,750563114,O,O,3141,6905,P,750001537,,"LINESTRING (2.3780908535478473 48.87709034757211, 2.377020637854223 48.877139831063545, 2.3764601575389555 48.877320961336345, 2.3762591121406373 48.87740079991571)",1.0101379396598529,284.45157269420304,Rue Edgar Poë,"['2025-04-13T19:34:22', '2025-08-28T19:35:28']"
750005967,75056,RUE,,AUBRY LE BOUCHER,R. Aubry Le Boucher,Rue Aubry Le Boucher,750560527,O,O,0504,6911,P,750001537,,"LINESTRING (2.3508787689406394 48.860111370885164, 2.3507956166113093 48.860196232008384, 2.3502015466587136 48.860347758618815, 2.349365807641243 48.86057566329857)",1.009830155772797,295.0073183925461,Rue Aubry Le Boucher,"['2025-05-04T20:05:03', '2025-08-07T20:13:55']"
750007297,75056,PL,,AUGUSTA HOLMES,Pl. Augusta Holmes,Place Augusta Holmes,750560536,O,O,0507,6917,O,750001537,,"LINESTRING (2.3712756378683975 48.83945439986138, 2.371154255294646 48.839373025971966, 2.370625680450163 48.8391486069503, 2.3705644103421024 48.839049300606675)",1.0226756603076257,229.12765725641708,Place Augusta Holmes,
750001833,75056,RUE,,CAROLINE,R. Caroline,Rue Caroline,750561561,O,O,1551,6935,P,750001537,,"LINESTRING (2.324972756901155 48.883819261633256, 2.324904987773286 48.8838147336096, 2.3238892985078468 48.88360810947919, 2.323426744104503 48.88351628275174, 2.32331271463315 48.88348284867109)",1.0006126028812983,252.87260538144903,Rue Caroline,"['2025-02-19T18:12:50', '2025-10-22T17:42:03']"
750000404,75056,VOIE,,B/15,Voie B/15,Voie B/15,75056X135,O,O,Y135,6945,P,750001537,,"LINESTRING (2.2879058777105974 48.83910275943162, 2.2877534748647337 48.838987766783575)",1.0,221.0982183001137,Voie B/15,
750007323,75056,RUE,,ALICE DOMON ET LEONIE DUQUET,R. Alice Domon et Léonie Duquet,Rue Alice Domon et Léonie Duquet,750560194,O,O,0219,6951,V,750001537,,"LINESTRING (2.3799578111559376 48.827151061895854, 2.3804999392582777 48.827405290925945, 2.3811038517970893 48.82766830025555, 2.3822526531564354 48.82814414347433, 2.38243919727541 48.8282206181159, 2.3839121921922906 48.828866444873476, 2.3840747960807156 48.828878155796495)",1.0020934050668706,237.491795660989,Rue Alice Domon et Léonie Duquet,"['2025-01-16T17:17:22', '2025-01-17T17:18:50', '2025-11-24T16:54:57']"
750005403,75056,RUE,,ALPHONSE KARR,R. Alphonse Karr,Rue Alphonse Karr,750560241,O,O,0246,6954,P,750001537,,"LINESTRING (2.381720255627989 48.89431962455012, 2.3816230495026844 48.89435751451195, 2.381500208799881 48.89442694596786, 2.3792903395122837 48.895675851354895)",1.00036700666732,310.33064580175034,Rue Alphonse Karr,
750004545,75056,RUE,DE,MEDICIS,R. de Médicis,Rue de Médicis,750566244,O,O,6159,6977,P,750001537,,"LINESTRING (2.3389624228500874 48.848943110042704, 2.3401040838813554 48.84764924498864)",1.0,329.8582090906932,Rue de Médicis,
750002053,75056,AV,,ALPHONSE XIII,Av. Alphonse XIII,Avenue Alphonse XIII,750560247,O,O,0251,6985,P,750001537,,"LINESTRING (2.28162689140444 48.85621196718296, 2.2806921868947407 48.85682153114654, 2.28064711905333 48.85690607868113)",1.0091494676364874,317.1167855106781,Avenue Alphonse XIII,
750005404,75056,VLA,D',ALSACE,Vla. d'Alsace,Villa d'Alsace,750560250,O,O,0255,6988,P,750001537,,"LINESTRING (2.3928709631632183 48.88019379371317, 2.3929366091086393 48.87971961391584)",1.0,354.79786853121686,Villa d'Alsace,
750000425,75056,VOIE,,W/16,Voie W/16,Voie W/16,75056X606,O,O,Y606,7034,V,750001537,,"LINESTRING (2.276043725474472 48.862880906652116, 2.276211187842316 48.86313468286109)",1.0,203.4661364842529,Voie W/16,
750000755,75056,RUE,DU,SOMMET DES ALPES,R. du Sommet des Alpes,Rue du Sommet des Alpes,750569023,O,O,8640,7068,P,750001537,,"LINESTRING (2.303832055494143 48.830578739055014, 2.303781002618956 48.830538617465464, 2.3032341790226725 48.830104433502356, 2.303200670253544 48.830065520086, 2.303141994326379 48.83002404069496)",1.0011396563824575,219.31547359726886,Rue du Sommet des Alpes,
750005623,75056,RUE,DU,PREVOT,R. du Prévôt,Rue du Prévôt,750567824,O,O,7798,7091,P,750001537,,"LINESTRING (2.3592625835610286 48.85437268950457, 2.359313328652701 48.85441658880359, 2.3596939886724946 48.85479732557075, 2.359926419481637 48.85503658257518, 2.360074700352616 48.85520094074716, 2.3601173112078966 48.85525587617375)",1.0007204598305917,212.48733796204425,Rue du Prévôt,
750007887,75056,ALL,,PIERRE-CHRISTIAN TAITTINGER,All. Pierre-Christian Taittinger,Allée Pierre-Christian Taittinger,750567485,O,O,7367,7171,P,750001537,,"LINESTRING (2.2774862869270613 48.86404173157447, 2.2773758131040758 48.864053898343144, 2.2752428260728923 48.86428932957807, 2.275012071491551 48.8643002171057, 2.2749533032621363 48.864302397263046, 2.274833093498185 48.86430686720243, 2.2747402734115876 48.864308103453155, 2.274701962015641 48.8643086087488, 2.2746539430940813 48.86430925305549, 2.274567299150818 48.86431040968807, 2.2743169044380864 48.864306400463654, 2.274028916900764 48.86429437429062, 2.2738952306110374 48.8642867461878, 2.2736515239787134 48.86426746017015, 2.273408803960778 48.86424097582893, 2.27316867651853 48.864207482792864, 2.2729649608718137 48.86417287043838, 2.272930943816357 48.86416651221098)",1.0045759929858078,272.386081216443,Allée Pierre-Christian Taittinger,"['2025-03-24T19:04:35', '2025-09-18T18:51:42']"
